name;lat;lon;id;gtfsid;gtfsname;gtfslat;gtfslon;Sydtaxid
Älghultskolan;57.009980171579;15.579011004579;60006;7417963;Älghult Älghultskolan;57.009980233136;15.579011301572;7060006
Älgstigen;56.835263574835;13.947802132713;81102;7436302;Älgstigen;56.835295756464;13.948144850998;7081102
Älgstigen, Älmhult;56.553455272253;14.12490978334;65021;7437298;Älgstigen Älmhult;56.55345538433;14.124909915646;7065021
Älmeboda norra;56.590312235588;15.249201557487;63327;7436613;Älmeboda norra;56.590312282035;15.24920179424;7063327
Älmeboda södra;56.587727628775;15.251615807285;63326;7424394;Älmeboda södra;56.587727674922;15.251616043961;7063326
Älmeshultvägen;57.055644972176;15.195680292644;60059;7437023;Älmeshultvägen;57.055645043638;15.195680577139;7060059
Älmhult station;56.550771534764;14.137713246946;65130;7400045;Älmhult station;56.551426536305;14.136985277479;7065130
Älmhults Bruk;56.544855165224;14.133242017216;65080;7437190;Älmhults Bruk;56.544873448204;14.133257605694;7065080
Älvgränd;57.478156474357;15.842585423444;92105;7453126;Älvgränd;57.478138588122;15.842552383154;7092105
Änganäs;56.876296704415;14.523001920698;64018;7435820;Änganäs vägskäl;56.876296801174;14.523002152434;7064018
Ängbo;56.782095935459;14.903345755779;80368;7435422;Ängbo;56.782655647732;14.902498170043;7080368
Ängelholmsvägen;57.139463565038;15.146054465426;60106;7436944;Ängelholmsvägen;57.139463639136;15.146054756762;7060106
Ärlevägen;56.829082988112;13.438950588877;81263;7436040;Ärlevägen;56.829083171353;13.438950777153;7081263
Äskebäck vsk;57.153415892877;15.585203987185;92036;7452766;Äskebäck vsk;57.153344877359;15.585634310379;7092036
Äspered;56.712081772532;13.094249656237;94025;7433259;Äspered;56.7121404334;13.094457960034;7094025
Äspevägen;57.127936468071;15.167460954026;60094;7436965;Äspevägen;57.127945436452;15.167444579669;7060094
Ödekyrkogården;57.068578602364;14.724070302305;80432;7435307;Ödekyrkogården;57.068578691748;14.724070574417;7080432
Ödestuguvägen;57.557283376449;14.259924162008;93075;7439418;Ödestuguvägen;57.557283474344;14.259924517908;7093075
Ödetofta;57.087853885499;14.853949424069;80464;7435249;Ödetofta;57.087960458062;14.853782025897;7080464
Ödhult;57.435974463212;15.833852352338;92102;7453141;Ödhult;57.435938609508;15.83385264102;7092102
Öja Kyrka;56.850610706163;14.617308388143;80322;7435505;Öja kyrka;56.850610796789;14.617308619223;7080322
Öjaby, Lunnabyvägen;56.913018155675;14.747127316704;80141;7435003;Lunnabyvägen;56.913018241317;14.747127564675;7080141
Öjavägen;56.82986158244;14.694926023892;80410;7435349;Öjavägen;56.829861668125;14.694926255102;7080410
Öljehult;56.420981370926;15.052170377275;91015;7432304;Brovägen;56.418208849335;15.054072604873;7091015
Ölsåkravägen;57.056004714382;14.589819979755;64174;7435599;Ölsåkravägen;57.056004810207;14.589820246764;7064174
Ön;56.823994301492;14.106811166581;81139;7436248;Ön;56.823994425156;14.106811370028;7081139
Ör;56.992213359439;14.681799707737;80413;7420686;Ör terminal;56.992293366376;14.681698840294;7080413
Ör Terminal;56.992213359439;14.681799707737;80449;7420686;Ör terminal;56.992293366376;14.681698840294;7080449
Örkelljunga Busstn;56.391870222346;13.508757913907;90018;7412851;Yxenhult;56.400118927403;13.523926429149;7090018
Örmo Skolan;56.499707200464;15.126700205934;63315;7423489;Konga Örmo skola;56.499707243976;15.126700418228;7063315
Örnvägen;56.877438867967;14.848612006764;80043;7434839;Solvändan;56.87743894768;14.848612253807;7080043
Örsgärde;56.987375003561;14.6485509569;80415;7435339;Örsgärde;56.987375095699;14.648551213671;7080415
Össjö;56.778614906593;14.017897264526;81168;7424725;Össjö;56.778400789612;14.017989450656;7081168
Össlöv;56.872574766998;13.980084030672;81187;7436162;Össlöv;56.872574901217;13.980084242754;7081187
Östadvägen;56.652833713051;14.915388579356;63361;7436548;Östadvägen;56.652833778422;14.915388795177;7063361
Östanåkra;57.027524237177;14.573903249226;64168;7435604;Östanåkra;57.027524333639;14.573903510885;7064168
Ödekyrkogården;57.068578602364;14.724070302305;80432;7435307;Ödekyrkogården;57.068578691748;14.724070574417;7080432
Ödestuguvägen;57.557283376449;14.259924162008;93075;7439418;Ödestuguvägen;57.557283474344;14.259924517908;7093075
Ödetofta;57.087853885499;14.853949424069;80464;7435249;Ödetofta;57.087960458062;14.853782025897;7080464
Ödhult;57.435974463212;15.833852352338;92102;7453141;Ödhult;57.435938609508;15.83385264102;7092102
Öja Kyrka;56.850610706163;14.617308388143;80322;7435505;Öja kyrka;56.850610796789;14.617308619223;7080322
Öjaby, Lunnabyvägen;56.913018155675;14.747127316704;80141;7435003;Lunnabyvägen;56.913018241317;14.747127564675;7080141
Öjavägen;56.82986158244;14.694926023892;80410;7435349;Öjavägen;56.829861668125;14.694926255102;7080410
Öljehult;56.420981370926;15.052170377275;91015;7432304;Brovägen;56.418208849335;15.054072604873;7091015
Ölsåkravägen;57.056004714382;14.589819979755;64174;7435599;Ölsåkravägen;57.056004810207;14.589820246764;7064174
Ön;56.823994301492;14.106811166581;81139;7436248;Ön;56.823994425156;14.106811370028;7081139
Ör;56.992213359439;14.681799707737;80413;7420686;Ör terminal;56.992293366376;14.681698840294;7080413
Ör Terminal;56.992213359439;14.681799707737;80449;7420686;Ör terminal;56.992293366376;14.681698840294;7080449
Örkelljunga Busstn;56.391870222346;13.508757913907;90018;7412851;Yxenhult;56.400118927403;13.523926429149;7090018
Örmo Skolan;56.499707200464;15.126700205934;63315;7423489;Konga Örmo skola;56.499707243976;15.126700418228;7063315
Örnvägen;56.877438867967;14.848612006764;80043;7434839;Solvändan;56.87743894768;14.848612253807;7080043
Örsgärde;56.987375003561;14.6485509569;80415;7435339;Örsgärde;56.987375095699;14.648551213671;7080415
Össjö;56.778614906593;14.017897264526;81168;7424725;Össjö;56.778400789612;14.017989450656;7081168
Össlöv;56.872574766998;13.980084030672;81187;7436162;Össlöv;56.872574901217;13.980084242754;7081187
Östadvägen;56.652833713051;14.915388579356;63361;7436548;Östadvägen;56.652833778422;14.915388795177;7063361
Östanåkra;57.027524237177;14.573903249226;64168;7435604;Östanåkra;57.027524333639;14.573903510885;7064168
Östboskolan;57.175192338488;14.060742822636;93040;7425538;Värnamo Östboskolan;57.175368742868;14.061148193357;7093040
Österås;56.987911905777;13.753651956226;81212;7436121;Österås;56.987912058177;13.753652196419;7081212
Österhult;57.10499824536;14.462726401707;64043;7435799;Österhult;57.1049983479;14.462726675288;7064043
Östermalm;56.97130540426;15.673838447957;60037;7437058;Östermalm;56.971269247439;15.673559359743;7060037
Östra Älmehult;56.523496446032;14.766891411622;63377;7436518;Östra Älmehult;56.523496509995;14.766891591394;7063377
Östra Ljungby E4;56.189999506669;13.054079225834;90015;7425954;Östra Ljungby E4;56.190758987776;13.05428256981;7090015
Östra Räppe;56.878158700051;14.744340789496;80187;7424659;Växjö Östra Räppe;56.878158784813;14.744341031541;7080187
Östra Räppevägen;56.878950858412;14.74244841731;80130;7434981;Östra Räppevägen;56.878950943294;14.742448659399;7080130
Östraby, Ryssby;56.874552730693;14.174900509317;81224;7436099;Östraby Ryssby;56.874432731268;14.174643523305;7081224
Östratorp, Växjö;56.859865068219;14.853454726219;80118;7434959;Östratorp Växjö;56.859767130425;14.853555827223;7080118
Övre Hasselstad;56.278092471631;15.241011207809;91029;7432291;Övre Hasselstad;56.278110520585;15.24102728059;7091029
Abild;56.935075905358;12.724861386587;5079;7417001;Abild;56.935076166168;12.72486162153;13005079
Agerör Olofsbo;56.914242880918;12.409722519908;5141;7433811;Agerör;56.914243183967;12.409722757776;13005141
Ahla Kungsgården;56.513475776527;13.069797777312;2019;7411233;Ahla Kungsgården;56.513476000839;13.069797835049;13002019
Ahla nedre;56.51262169752;13.079983284157;2021;7433054;Ahla nedre;56.512621920485;13.079983341927;13002021
Ahla skola;56.512447845965;13.088445855743;2022;7423607;Ala skolan;56.51251086093;13.088441417325;13002022
Ahlarakan;56.520959748218;13.116670259035;2181;7433136;Ahlarakan;56.520959966592;13.116670321805;13002181
Alafors kyrkväg;57.546361418921;12.099653115658;719834;7461651;Alafors kyrkväg;57.546389550497;12.09968424672;14719834
Alebo (Unnaryd);56.945492520675;13.52333887675;4075;7433696;Alebo;56.945492694207;13.523339103683;13004075
Alekärr;57.512490203737;12.117454692602;719849;7461659;Alekärr;57.512490477999;12.117455210509;14719849
Alekärr Kvibille;56.787326358174;12.817294450675;3333;7433341;Alekärr;56.787326613524;12.817294621674;13003333
Alfshög kyrka Vessigebro;56.974835967164;12.627987380844;5445;7423631;Alfshög kyrka;56.974836237729;12.627987635946;13005445
Alfsväg Rävinge;56.805008669648;12.73301116806;3356;7433354;Alfsväg;56.805008935271;12.733011347653;13003356
Allarängen;57.5152352656;12.211534352484;719880;7461676;Allarängen;57.515227517323;12.211569048656;14719880
Allberg Årstad;56.920663857142;12.651442853709;5043;7433737;Allberg;56.920664127945;12.651443084985;13005043
Alledal  Esmared;56.71546354233;13.196180138811;3163;7433262;Alledal;56.715463752596;13.196180282311;13003163
Almedal;57.326428164574;12.215724412895;719653;7461595;Almedal;57.326428452823;12.215724844626;14719653
Alslöv;56.605756960809;13.046687207355;3059;7433191;Alslöv;56.605757189182;13.046687303511;13003059
Alslöv Bruket;56.611966783489;13.044327698738;3057;7433190;Alslöv Bruket;56.61196701219;13.04432779744;13003057
Alslöv Tre högar;56.616976636568;13.031658695135;3055;7433189;Alslöv Tre högar;56.616976866899;13.031658795638;13003055
Alvesta C jvstn;56.898109223111;14.55287807268;8058;7420361;Riksdagsmannagården;56.899895579894;14.552785654002;13008058
Abild;56.935075905358;12.724861386587;5079;7417001;Abild;56.935076166168;12.72486162153;13005079
Agerör Olofsbo;56.914242880918;12.409722519908;5141;7433811;Agerör;56.914243183967;12.409722757776;13005141
Ahla Kungsgården;56.513475776527;13.069797777312;2019;7411233;Ahla Kungsgården;56.513476000839;13.069797835049;13002019
Ahla nedre;56.51262169752;13.079983284157;2021;7433054;Ahla nedre;56.512621920485;13.079983341927;13002021
Ahla skola;56.512447845965;13.088445855743;2022;7423607;Ala skolan;56.51251086093;13.088441417325;13002022
Ahlarakan;56.520959748218;13.116670259035;2181;7433136;Ahlarakan;56.520959966592;13.116670321805;13002181
Alafors kyrkväg;57.546361418921;12.099653115658;719834;7461651;Alafors kyrkväg;57.546389550497;12.09968424672;14719834
Alebo (Unnaryd);56.945492520675;13.52333887675;4075;7433696;Alebo;56.945492694207;13.523339103683;13004075
Alekärr;57.512490203737;12.117454692602;719849;7461659;Alekärr;57.512490477999;12.117455210509;14719849
Alekärr Kvibille;56.787326358174;12.817294450675;3333;7433341;Alekärr;56.787326613524;12.817294621674;13003333
Alfshög kyrka Vessigebro;56.974835967164;12.627987380844;5445;7423631;Alfshög kyrka;56.974836237729;12.627987635946;13005445
Alfsväg Rävinge;56.805008669648;12.73301116806;3356;7433354;Alfsväg;56.805008935271;12.733011347653;13003356
Allarängen;57.5152352656;12.211534352484;719880;7461676;Allarängen;57.515227517323;12.211569048656;14719880
Allberg Årstad;56.920663857142;12.651442853709;5043;7433737;Allberg;56.920664127945;12.651443084985;13005043
Alledal  Esmared;56.71546354233;13.196180138811;3163;7433262;Alledal;56.715463752596;13.196180282311;13003163
Almedal;57.326428164574;12.215724412895;719653;7461595;Almedal;57.326428452823;12.215724844626;14719653
Alslöv;56.605756960809;13.046687207355;3059;7433191;Alslöv;56.605757189182;13.046687303511;13003059
Alslöv Bruket;56.611966783489;13.044327698738;3057;7433190;Alslöv Bruket;56.61196701219;13.04432779744;13003057
Alslöv Tre högar;56.616976636568;13.031658695135;3055;7433189;Alslöv Tre högar;56.616976866899;13.031658795638;13003055
Alvesta C jvstn;56.898109223111;14.55287807268;8058;7420361;Riksdagsmannagården;56.899895579894;14.552785654002;13008058
Amfrebo;57.022459766265;13.16673635603;4020;7433664;Amfrebo;57.022459972708;13.16673661237;13004020
Ammås Fridhemsberg;57.156251500194;12.735063905534;5337;7433882;Ammås;57.156251745194;12.735064228086;13005337
Andersfält Eldsberga;56.581365983671;13.001823174273;3013;7433157;Andersfält;56.581366217698;13.001823258908;13003013
Angryd Dagsås;57.084996052126;12.550635165765;6441;7423696;Angryd;57.084906244087;12.550626867643;13006441
Anneberg;57.537149662153;12.101792613915;8052;7400285;Anneberg station;57.53924512842;12.100611012872;13008052
Anneberg Varberg;57.151737165937;12.270220374157;6086;7423595;Anneberg;57.151737467259;12.270220726793;13006086
Annebergs plantskola;57.553220914987;12.099122706805;719829;7461647;Annebergs plantskola;57.553203264642;12.099125065735;14719829
Annebergs station;57.538599987297;12.103132613685;719820;7400285;Anneberg station;57.53924512842;12.100611012872;14719820
Annebergsvägen;57.577292908874;12.094698186157;812731;7459896;Annebergsvägen;57.577101189138;12.095504579134;14812731
Annelundsvägen;57.511973973944;11.950374048461;719210;7400852;Särö Annelundsvägen;57.512136034749;11.95037419963;14719210
Anåsbergsvägen;57.408850278298;11.992605928502;719491;7416019;Mariedal;57.405389235678;11.985756425124;14719491
Apelviksleden Varberg;57.089357213085;12.261524816952;6583;7434299;Varbeg Apelviksleden;57.089357521729;12.261525142734;13006583
Arken;57.473308210826;11.943025702279;719330;7461444;Arken;57.473308001305;11.943009597946;14719330
Asige;56.874233638881;12.740784444602;5071;7417002;Asige;56.874233900685;12.740784653641;13005071
Askome gärde;57.011959338999;12.677342271842;5415;7433915;Askome gärde;57.011941257112;12.677327611942;13005415
Askome Ätrafors;57.017804948459;12.671447828563;5417;7417003;Askome;57.017795832597;12.671432416815;13005417
Aspelund  Kärradal;57.194972670161;12.216784929473;6285;7434159;Aspelund;57.194972973718;12.216785305405;13006285
Assberg;57.495048648633;12.670100063185;8030;7400286;Assberg station;57.4948322987;12.669701915408;13008030
Asserlundsvägen;57.405212061648;12.149169926755;719576;7461546;Asserlundsvägen;57.405212347552;12.149170397992;14719576
Attarpsvägen Ätrafors;57.038907794282;12.601778646348;5363;7433892;Attarpsvägen;57.038908063781;12.601778929416;13005363
Ava;57.473818063875;12.238477047315;719552;7461533;Ava;57.473728241489;12.238469645593;14719552
Axtorp;57.419702147142;12.295398469277;719740;7461620;Axtorp;57.419694378543;12.295433011469;14719740
Backa Gällinge;57.377418328254;12.272825943748;719733;7415815;Backa;57.377335612851;12.272751197309;14719733
Backa Väröbacka;57.245007913627;12.188808172873;6126;7423596;Backa;57.245008215033;12.188808572975;13006126
Backagård Derome;57.215244311857;12.311860690813;6062;7434090;Backagård;57.21524506141;12.311877586873;13006062
Backen;57.37033155795;12.364009078072;719539;7461525;Backen;57.370314351334;12.364027783518;14719539
Backhult Bölse;56.959796544718;12.394620093965;5116;7433792;Backhult;56.959796846609;12.394620353253;13005116
Balg Torpa;57.18411353587;12.279702158968;6048;7434082;Balg;57.184113832617;12.279702524828;13006048
Banka;57.448850929165;12.268965876959;719582;7461548;Banka;57.448681382817;12.2689994338;14719582
Bassarås norra;56.803471016875;13.3374231756;8111;7435994;Bassarås norra;56.803467002645;13.337210759388;13008111
Bassarås södra;56.800285454279;13.330804973821;8110;7435996;Bassarås södra;56.799469544419;13.330875330463;13008110
Beda Hallbergs väg Onsala;57.439145658894;12.044517130956;719422;7461487;Beda Hallbergs väg;57.439107133908;12.04442161845;14719422
Bedagårdens äldreboende Onsala;57.435525158808;12.040356286243;719421;7461486;Bedagårdens äldreboende;57.435577721135;12.040301411485;14719421
Bengtsgård Himle;57.056945113233;12.31051693109;6067;7434094;Bengtsgård;57.056945418414;12.310517238964;13006067
Bergagård Eftra;56.84743124731;12.653545867676;5026;7433725;Bergagård (Slöinge);56.847431521547;12.653546067286;13005026
Bergagård Rolfstorp;57.156119157199;12.465327340089;6385;7423597;Bergagård;57.156092540692;12.465330107029;13006385
Bergagårdsvägen Slöinge;56.866409531299;12.662841382428;5042;7433736;Bergagårdsvägen;56.866409803435;12.662841590057;13005042
Berget;57.563413162527;12.092433264962;812744;7459908;Berget;57.563594232081;12.092164528277;14812744
Berghem;57.467924651333;12.599471457911;8028;7400339;Berghem station;57.466980367838;12.59837077237;13008028
Bergsgård (Funcity Varberg);57.067003966704;12.338076884216;6016;7434068;Bergsgård;57.067004267366;12.338077194713;13006016
Bergsäter;57.326230685286;12.288179325763;719724;7416048;Bergsäter;57.328881527497;12.287843067659;14719724
Bertils gärde Ljungby;57.00904472674;12.593562042296;5094;7433774;Bertils gärde;57.009044999356;12.593562313303;13005094
Backa Gällinge;57.377418328254;12.272825943748;719733;7415815;Backa;57.377335612851;12.272751197309;14719733
Backa Väröbacka;57.245007913627;12.188808172873;6126;7423596;Backa;57.245008215033;12.188808572975;13006126
Backagård Derome;57.215244311857;12.311860690813;6062;7434090;Backagård;57.21524506141;12.311877586873;13006062
Backen;57.37033155795;12.364009078072;719539;7461525;Backen;57.370314351334;12.364027783518;14719539
Backhult Bölse;56.959796544718;12.394620093965;5116;7433792;Backhult;56.959796846609;12.394620353253;13005116
Balg Torpa;57.18411353587;12.279702158968;6048;7434082;Balg;57.184113832617;12.279702524828;13006048
Banka;57.448850929165;12.268965876959;719582;7461548;Banka;57.448681382817;12.2689994338;14719582
Bassarås norra;56.803471016875;13.3374231756;8111;7435994;Bassarås norra;56.803467002645;13.337210759388;13008111
Bassarås södra;56.800285454279;13.330804973821;8110;7435996;Bassarås södra;56.799469544419;13.330875330463;13008110
Beda Hallbergs väg Onsala;57.439145658894;12.044517130956;719422;7461487;Beda Hallbergs väg;57.439107133908;12.04442161845;14719422
Bedagårdens äldreboende Onsala;57.435525158808;12.040356286243;719421;7461486;Bedagårdens äldreboende;57.435577721135;12.040301411485;14719421
Bengtsgård Himle;57.056945113233;12.31051693109;6067;7434094;Bengtsgård;57.056945418414;12.310517238964;13006067
Bergagård Eftra;56.84743124731;12.653545867676;5026;7433725;Bergagård (Slöinge);56.847431521547;12.653546067286;13005026
Bergagård Rolfstorp;57.156119157199;12.465327340089;6385;7423597;Bergagård;57.156092540692;12.465330107029;13006385
Bergagårdsvägen Slöinge;56.866409531299;12.662841382428;5042;7433736;Bergagårdsvägen;56.866409803435;12.662841590057;13005042
Berget;57.563413162527;12.092433264962;812744;7459908;Berget;57.563594232081;12.092164528277;14812744
Berghem;57.467924651333;12.599471457911;8028;7400339;Berghem station;57.466980367838;12.59837077237;13008028
Bergsgård (Funcity Varberg);57.067003966704;12.338076884216;6016;7434068;Bergsgård;57.067004267366;12.338077194713;13006016
Bergsäter;57.326230685286;12.288179325763;719724;7416048;Bergsäter;57.328881527497;12.287843067659;14719724
Bertils gärde Ljungby;57.00904472674;12.593562042296;5094;7433774;Bertils gärde;57.009044999356;12.593562313303;13005094
Biared;57.327057206156;12.274393837675;719597;7461556;Biared;57.327057487322;12.274394263741;14719597
Biskopsgärde;57.429143007942;12.406579590545;719766;7461627;Biskopsgärde;57.429143261517;12.40658004308;14719766
Biskopstorp;56.750432367732;12.848487733467;3142;7433246;Biskopstorp;56.750432620084;12.84848788859;13003142
Bjerrome Askome;56.992950683708;12.67105375222;5411;7433913;Bjerrome;56.992950124061;12.671021158991;13005411
Bjärnared Mosilt;56.900802725143;12.860231483878;5091;7417006;Bjärnared;56.900802971055;12.860231701211;13005091
Björkengrens Grimsholmen;56.854629418167;12.558977261214;5237;7433840;Björkengrens;56.85462970458;12.55897746656;13005237
Björketorp;57.427227042447;12.523312958009;8027;7400981;Björketorp station;57.427689672351;12.523471854434;13008027
Björkgläntan Onsala;57.442057566157;12.044817905272;719423;7461488;Björkgläntan;57.441884643067;12.04473619808;14719423
Björkhagen;57.434201438635;12.225991656914;719663;7461603;Björkhagen;57.434201711689;12.225992131002;14719663
Björkris;57.516173918407;12.081057661755;719141;7461375;Björkris;57.51631155066;12.081144375606;14719141
Björkvik Skärkered;56.705889884111;13.058516471238;3155;7433256;Björkvik;56.70589011085;13.058516608901;13003155
Björkäng Tvååkersvägen;57.008724344971;12.359452364914;6022;7417009;Björkäng Tvååkersvägen;57.008724647781;12.359452648147;13006022
Björkås;56.66689284327;12.93610679803;3217;7433292;Björkås;56.666893085707;12.936106917967;13003217
Björkåsvägen Grimeton;57.113528148655;12.407293940899;6407;7434199;Björkåsvägen;57.113536505983;12.407260493045;13006407
Björnaryd (Landeryd);57.075113442567;13.359662542323;4045;7433682;Björnaryd;57.075113627729;13.359662812013;13004045
Björsgård;57.504506145444;12.127477358641;719887;7461680;Björsgård;57.504470577336;12.127481483105;14719887
Björsgård Grimsholmen;56.855731130807;12.552976992452;5233;7433838;Björsgård;56.855731417967;12.552977198472;13005233
Björsgård Torpa;57.196817864386;12.289846733268;6054;7434086;Björsgård;57.196818158512;12.289847103711;13006054
Blixtorp norra Årstad;56.911230070524;12.690133303234;5059;7433747;Blixtorp norra;56.91123033693;12.690133529267;13005059
Blixtorp Årstad;56.907384576891;12.69843588554;5061;7417011;Blixtorp;56.907384842447;12.698436109699;13005061
Bläshammar;57.156518415203;12.249588102304;6102;7434110;Bläshammar;57.156518718681;12.249588458695;13006102
Bläshammars skola;57.151833825024;12.256156245795;6100;7423645;Bläshammar skolan;57.15183132533;12.256057657072;13006100
Boarp (Skeppshult);57.102166382455;13.374220572602;4047;7433684;Boarp;57.102166565126;13.374220850523;13004047
Boarp Ulvsbo;57.08922256948;12.672994206036;5090;7433771;Boarp;57.089231380968;12.672977279384;13005090
Boarpsvägen Öringe;56.596867120839;13.057449673948;2167;7433126;Boarpsvägen;56.59686734779;13.057449766655;13002167
Boberg  (Falkenberg);56.868578776403;12.605365368379;5023;7417012;Boberg;56.868578636035;12.605349207096;13005023
Bobergsgården Grimsholmen;56.850800847147;12.555848819261;5241;7433842;Bobergsgården;56.850801134178;12.555849022983;13005241
Bobergsudde Grimsholmen;56.848271741483;12.554657982749;5243;7417013;Bobergsudde;56.845725798241;12.554879188464;13005243
Bobergsvägen;56.882701267121;12.584641344184;5170;7433820;Bobergsvägen;56.882684885048;12.584692237226;13005170
Bockagård Rolfstorp;57.141088127632;12.417558818392;6160;7434140;Bockagård;57.141081230931;12.417625929288;13006160
Boda (Unnaryd);56.982913682645;13.491992852943;4067;7433693;Boda;56.982913858333;13.49199309171;13004067
Boggas Tofta;57.175173248801;12.282308469288;6044;7434078;Boggas;57.17518250876;12.282307977153;13006044
Bol Tågarp;56.958151506938;12.617468757593;5399;7433907;Bol;56.958151779865;12.617469006065;13005399
Bonnås Årnäs;57.198407307234;12.202427997517;6321;7434174;Bonnås;57.198407612244;12.202428376212;13006321
Borra Röshult;57.583687411023;12.26594738409;719874;7461672;Borra;57.583787175139;12.265971695058;14719874
Borrås Tvååker;57.013364618083;12.42474839913;6043;7434077;Borrås;57.01336491192;12.424748680682;13006043
Borsthult Haksered;57.148748655302;12.618085132055;5104;7433780;Borsthult;57.148748914303;12.618085458713;13005104
Borås Resecentrum;57.721442794424;12.932946373038;8041;7400300;Borås Centralstation;57.720837618539;12.932004282981;13008041
Borås järnvägsstation;57.721442794424;12.932946373038;8034;7400300;Borås Centralstation;57.720837618539;12.932004282981;13008034
Boråskolonin Årnäs;57.192394265372;12.197088076923;6317;7434172;Boråskolonin;57.192394571735;12.197088453468;13006317
Bosgården;57.422471745168;12.320684768942;719765;7416495;Bosgården;57.4224446612;12.320671173047;14719765
Brandsbol Morup;56.964194259406;12.39507319765;5114;7433790;Brandsbol;56.964194560911;12.395073458901;13005114
Brandshult Oskarström;56.825089133679;12.962108348467;3364;7423969;Brandshult väg 26;56.825288553397;12.962175358905;13003364
Breared Frillesås;57.362676868507;12.243395703062;719734;7416053;Breared;57.362518618503;12.243827283072;14719734
Bredaryd;57.177020855113;13.736709959009;8093;7400465;Bredaryd station;57.176324898731;13.738072172367;13008093
Breås Långås;56.960030572622;12.445705232578;5171;7433821;Breås;56.960030867675;12.445705489433;13005171
Breåskrysset Långås;56.967038423615;12.445320433584;5064;7433751;Breåskrysset;56.966992571953;12.445275497859;13005064
Brogård Boberg;56.852637531021;12.576747821418;5249;7417015;Brogård;56.852637815158;12.576748025355;13005249
Brogård Tvååker;57.021200089832;12.415435929204;6045;7434079;Brogård;57.021200384266;12.415436214728;13006045
Brogårdsvägen Årnarp;56.679477068216;12.973605639401;3227;7433296;Brogårdsvägen;56.679477305748;12.973605765122;13003227
Bron Veinge;56.563894897727;13.08812408882;2159;7433121;Bron;56.563895120451;13.088124168611;13002159
Brynestorp Fastarp;56.775276387225;12.827384964088;3329;7433339;Brynestorp;56.775276641636;12.827385129887;13003329
Bryntebo (f.d. Automobilen);56.936729048575;12.407495959079;5132;7464187;Bryntebo;56.936729350385;12.407496207289;13005132
Brännhult Rolfstorp;57.150336531841;12.54429718087;6339;7434180;Brännhult;57.150336799403;12.544297512903;13006339
Brännö (Brännögård);57.007721856554;13.097588451924;4042;7433676;Brännögård;57.007722070906;13.097588704658;13004042
Brännögård;57.007721856554;13.097588451924;4038;7433676;Brännögård;57.007722070906;13.097588704658;13004038
Bråtagärde Gällared;57.096932812494;12.808875967952;5253;7433846;Bråtagärde;57.096933053543;12.808876264006;13005253
Brödjeholmsvägen;56.669128957798;12.951683930381;3221;7433294;Brödjeholmsvägen;56.669129198213;12.951684051464;13003221
Bua Bagarevägen;57.237328869899;12.119799783729;6211;7423659;Bua Bagarevägen;57.237329180986;12.119800187144;13006211
Bua Bålevägen;57.239554615566;12.120306691754;6215;7423660;Bua Bålevägen;57.23955492632;12.120307096095;13006215
Bua Gärdskulleskolan;57.234659734355;12.144048027409;6203;7423665;Bua Gärdskulleskolan;57.234654860615;12.144794735529;13006203
Bua Hamn;57.239015211322;12.116631130428;6213;7417016;Bua hamn;57.239089639264;12.116706999163;13006213
Bua Ingemarsvägen;57.239359431337;12.127437072045;6219;7423662;Bua Ingemarsvägen;57.239359741201;12.127437475604;13006219
Bua Pingstkyrkan;57.23688607543;12.122777693608;6209;7423658;Bua Pingstkyrkan;57.236886386188;12.122778096539;13006209
Bua Skomakarevägen;57.240063404208;12.124167743741;6217;7423661;Bua Skomakarvägen;57.240063714405;12.124168147927;13006217
Bua Videbergsvägen;57.236786338164;12.132864817118;6092;7423644;Bua Videbergsvägen;57.236851310071;12.132925078009;13006092
Bua Violvägen;57.238409022561;12.132421471002;6221;7423663;Bua Violvägen;57.2384093319;12.13242187366;13006221
Bua skola;57.236758081506;12.127911928744;6207;7400767;Bua skola;57.236734899643;12.128030693068;13006207
Buared;57.360805859975;12.154990653867;719632;7461579;Buared;57.360788228959;12.154992888365;14719632
Budskär;57.519405209542;11.952378384087;719212;7461412;Budskär;57.519405501755;11.952378926555;14719212
Buera södra;57.439781108731;11.937381188765;719375;7461466;Buera södra;57.439517293402;11.936976260483;14719375
Buerås Landa;57.347584237411;12.182570679206;719606;7461565;Buerås (Frillesås);57.347037397503;12.18011491969;14719606
By;57.380646939515;12.129006076287;719620;7437063;By;57.380647231152;12.129006539746;14719620
Bygget  (Linje 309 HLT);56.809267353857;13.269910939496;3195;7417018;Bygget;56.809267555128;13.269911119066;13003195
Bykärr;57.406015404567;12.278028522699;719742;7461622;Bykärr;57.406015675411;12.278028979942;14719742
Byås (Färgaryd);56.993329840909;13.324036917285;4053;7433687;Byås;56.99333003249;13.324037160898;13004053
Bäckagård Ätrafors/Askome;57.039799951293;12.676434197835;5421;7433917;Bäckagård;57.039790833898;12.676418784463;13005421
Bäckalt;56.783695038236;13.270557511653;3209;7433289;Bäckalt;56.783695239691;13.270557681885;13003209
Bäckarp Älvsered;57.230265758734;12.852861475741;5355;7433890;Bäckarp;57.230265985038;12.852861818633;13005355
Bäcken Onsala;57.40781255316;11.978559061621;719451;7461499;Bäcken;57.40782825251;11.97847468235;14719451
Bäckvägen  Onsala;57.432806425512;11.937085060244;719377;7461468;Bäckvägen;57.432661350567;11.937034275033;14719377
